species,Experiment ID,Library ID,Anatomical entity ID,Anatomical entity name,Stage ID,Stage name,Sex,Strain,Platform ID,Library type,Library orientation,TPM expression threshold,FPKM expression threshold,Read count,Mapped read count,Min. read length,Max. read length,All genes percent present,Protein coding genes percent present,Intergenic regions percent present,Run IDs,Data source,Data source URL,Bgee normalized data URL,Raw file URL
Caenorhabditis_elegans,SRP000401,SRX037288,UBERON:0000468,multi-cellular organism,WBls:0000024,L1 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer II,single,NA,0.122685,0.377207,91488132,85524432,0,0,37.7,67.92,7.22,SRR089821|SRR089822|SRR089823,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX037288,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX037288
Caenorhabditis_elegans,SRP000401,SRX047653,UBERON:0000468,multi-cellular organism,WBls:0000027,L2 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer II,single,NA,0.056263,0.170257,28181988,26629387,0,0,37.14,73.52,7.73,SRR125337|SRR125338|SRR125339,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX047653,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX047653
Caenorhabditis_elegans,SRP000401,SRX036881,UBERON:0000468,multi-cellular organism,WBls:0000035,L3 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer II,single,NA,0.048789,0.122802,80343573,74638660,0,0,40.47,79.21,8.16,SRR089405|SRR089406|SRR089407,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX036881,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX036881
Caenorhabditis_elegans,SRP000401,SRX008144,UBERON:0000468,multi-cellular organism,WBls:0000038,L4 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer II,single,NA,0.024098,0.193814,65928109,62371216,0,0,44.04,78.25,7.63,SRR023579|SRR023580|SRR023581,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX008144,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX008144
Caenorhabditis_elegans,SRP000401,SRX047787,UBERON:0000468,multi-cellular organism,WBls:0000063,newly molted young adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina Genome Analyzer II,single,NA,0.061224,0.129064,29879154,28470252,0,0,38.28,78.81,8.1,SRR125481|SRR125482,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX047787,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX047787
Caenorhabditis_elegans,SRP000401,SRX035162,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,N2,Illumina Genome Analyzer II,single,NA,0.064081,0.205019,42461244,39904996,0,0,37.77,75.42,8,SRR085466|SRR085467,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX035162,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX035162
Caenorhabditis_elegans,SRP000401,SRX036882,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,N2,Illumina Genome Analyzer II,single,NA,0.046585,0.143933,53882365,49880826,0,0,39.86,79.48,8.31,SRR089302|SRR089303|SRR089304,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX036882,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX036882
Caenorhabditis_elegans,SRP000401,SRX036967,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,N2,Illumina Genome Analyzer II,single,NA,0.070318,0.132585,76611276,70302919,0,0,39.4,78.16,8.53,SRR089352|SRR089353|SRR089354,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX036967,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX036967
Caenorhabditis_elegans,SRP000401,SRX036969,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,N2,Illumina Genome Analyzer II,single,NA,0.082817,0.183879,71844903,69721880,0,0,43.04,82.03,8.88,SRR089358|SRR089359|SRR089360,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX036969,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX036969
Caenorhabditis_elegans,SRP000401,SRX036970,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,N2,Illumina Genome Analyzer II,single,NA,0.044257,0.15501,93264596,90192791,0,0,42.28,79.38,8.64,SRR089361|SRR089362|SRR089363,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX036970,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX036970
Caenorhabditis_elegans,SRP000401,SRX085286,WBbt:0005451,pharyngeal muscle cell (C elegans),WBls:0000021,fully-elongated embryo Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,paired,NA,0.743192,0.509241,36457803,35020067,0,0,33.43,58.29,5.68,SRR316929,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX085286,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX085286
Caenorhabditis_elegans,SRP000401,SRX085287,WBbt:0005451,pharyngeal muscle cell (C elegans),WBls:0000021,fully-elongated embryo Ce (C elegans),not annotated,N2,Illumina Genome Analyzer II,paired,NA,0.987568,0.669588,2434193,2341163,0,0,25.93,54.36,5.26,SRR316928,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX085287,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP000401.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX085287
Caenorhabditis_elegans,SRP021083,SRX265354,UBERON:0007023,adult organism,WBls:0000064,1-day post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.171092,0.189259,68645264,56671758,0,0,39.18,78.42,8.6,SRR827423,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265354,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265354
Caenorhabditis_elegans,SRP021083,SRX265355,UBERON:0007023,adult organism,WBls:0000064,1-day post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.175779,0.207326,81958411,66396249,0,0,39.34,77.91,8.41,SRR827424,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265355,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265355
Caenorhabditis_elegans,SRP021083,SRX265356,UBERON:0007023,adult organism,WBls:0000064,1-day post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.179235,0.201257,51779821,45128916,0,0,38.41,77.31,8.39,SRR827425,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265356,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265356
Caenorhabditis_elegans,SRP021083,SRX265360,UBERON:0007023,adult organism,WBls:0000068,5-days post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.1415,0.14763,51263915,42868803,0,0,37.44,76.33,8.57,SRR827429,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265360,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265360
Caenorhabditis_elegans,SRP021083,SRX265361,UBERON:0007023,adult organism,WBls:0000068,5-days post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.141517,0.15483,69278368,55580973,0,0,38.65,77.27,8.68,SRR827430,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265361,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265361
Caenorhabditis_elegans,SRP021083,SRX265362,UBERON:0007023,adult organism,WBls:0000068,5-days post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.144722,0.139613,44473943,38915253,0,0,36.8,75.62,8.33,SRR827431,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265362,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265362
Caenorhabditis_elegans,SRP021083,SRX265366,UBERON:0007023,adult organism,WBls:0000070,7-10 days post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.15343300000000001,0.211251,37337993,30549811,0,0,38.02,77.17,8.47,SRR827435,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265366,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265366
Caenorhabditis_elegans,SRP021083,SRX265367,UBERON:0007023,adult organism,WBls:0000070,7-10 days post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.184337,0.19029,82793654,66932299,0,0,38.37,74.69,8.95,SRR827436,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265367,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265367
Caenorhabditis_elegans,SRP021083,SRX265368,UBERON:0007023,adult organism,WBls:0000070,7-10 days post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.182094,0.190877,65963469,56379221,0,0,38.57,76.02,8.6,SRR827437,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265368,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265368
Caenorhabditis_elegans,SRP021083,SRX265372,UBERON:0007023,adult organism,WBls:0000676,20-days post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.287564,0.3346,68898440,56290977,0,0,41.24,77.22,9.19,SRR827441,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265372,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265372
Caenorhabditis_elegans,SRP021083,SRX265373,UBERON:0007023,adult organism,WBls:0000676,20-days post-L4 adult hermaphrodite Ce (C elegans),not annotated,N2,Illumina HiSeq 2000,single,NA,0.351026,0.366054,34563636,28230471,0,0,38.64,74.79,8.74,SRR827442,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX265373,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP021083.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX265373
Caenorhabditis_elegans,GSE16552,SRX006984,UBERON:0000468,multi-cellular organism,UBERON:0000068,embryo stage,not annotated,N2,Illumina Genome Analyzer,single,NA,3.102551,5.623169,13202626,7710747,0,0,50.98,70.59,7.32,SRR019721,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006984,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006984
Caenorhabditis_elegans,GSE16552,SRX006985,UBERON:0000468,multi-cellular organism,UBERON:0000068,embryo stage,not annotated,N2,Illumina Genome Analyzer,single,NA,6.034193,13.28864,19294142,7369987,0,0,56.52,68.38,6.85,SRR019722,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006985,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006985
Caenorhabditis_elegans,GSE16552,SRX006986,UBERON:0000468,multi-cellular organism,UBERON:0000068,embryo stage,not annotated,N2,Illumina Genome Analyzer,single,NA,4.047397,7.690888,18801626,9004812,0,0,54.63,70.28,7.51,SRR019723,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006986,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006986
Caenorhabditis_elegans,GSE16552,SRX006987,UBERON:0000468,multi-cellular organism,WBls:0000024,L1 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer,single,NA,3.982479,7.55286,13734907,7689012,0,0,52.94,72.92,7.55,SRR019724,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006987,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006987
Caenorhabditis_elegans,GSE16552,SRX006988,UBERON:0000468,multi-cellular organism,WBls:0000024,L1 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer,single,NA,7.50821,16.329484,18619226,6648080,0,0,56.25,70.97,7.46,SRR019725,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006988,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006988
Caenorhabditis_elegans,GSE16552,SRX006989,UBERON:0000468,multi-cellular organism,WBls:0000024,L1 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer,single,NA,6.151523,12.358838,19107712,7882275,0,0,57.78,73.49,7.4,SRR019726,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX006989,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE16552.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX006989
Caenorhabditis_elegans,GSE41367,SRX191947,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,JK574 fog-2(q71),Illumina Genome Analyzer IIx,single,NA,0.216362,0.255097,26708038,25658342,0,0,35.25,72.2,7.94,SRR580383,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191947,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191947
Caenorhabditis_elegans,GSE41367,SRX191948,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,JK574 fog-2(q71),Illumina HiSeq 2000,single,NA,0.220486,0.273079,28711730,26656996,0,0,38.04,76.42,8.49,SRR580384,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191948,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191948
Caenorhabditis_elegans,GSE41367,SRX191949,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,JK574 fog-2(q71),Illumina HiSeq 2000,single,NA,0.368283,0.449516,20174660,17880897,0,0,38.2,73.36,7.67,SRR580385,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191949,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191949
Caenorhabditis_elegans,GSE41367,SRX191950,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,JK574 fog-2(q71),Illumina Genome Analyzer IIx,single,NA,0.260497,0.50011,23534532,20628546,0,0,40.43,79.01,7.94,SRR580386,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191950,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191950
Caenorhabditis_elegans,GSE41367,SRX191951,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,JK574 fog-2(q71),Illumina HiSeq 2000,single,NA,0.221095,0.4013,27405842,24964275,0,0,40.48,79.43,8.49,SRR580387,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191951,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191951
Caenorhabditis_elegans,GSE41367,SRX191952,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,JK574 fog-2(q71),Illumina HiSeq 2000,single,NA,0.251078,0.442058,24957082,22067680,0,0,40.39,79.32,8.53,SRR580388,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX191952,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE41367.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX191952
Caenorhabditis_elegans,SRP001010,SRX007173,UBERON:0000468,multi-cellular organism,UBERON:0000104,life cycle,not annotated,N2,Illumina Genome Analyzer,paired,NA,0.263093,0.218228,64420314,50111750,0,0,39.89,84.68,8.49,SRR069580,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX007173,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP001010.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX007173
Caenorhabditis_elegans,SRP001010,SRX007069,UBERON:0000468,multi-cellular organism,WBls:0000038,L4 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer,single,NA,0.222744,0.343326,53334656,45142400,0,0,45.47,80.06,7.77,SRR069493|SRR069576|SRR070036,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX007069,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP001010.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX007069
Caenorhabditis_elegans,SRP001010,SRX007170,UBERON:0007023,adult organism,UBERON:0000066,fully formed stage,not annotated,N2,Illumina Genome Analyzer,single,NA,0.261599,0.395085,41072491,34545980,0,0,45.61,79.61,8.08,SRR069510|SRR069577,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX007170,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP001010.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX007170
Caenorhabditis_elegans,SRP003492,SRX026729,UBERON:0000468,multi-cellular organism,WBls:0000024,L1 larva Ce (C elegans),not annotated,N2,Illumina Genome Analyzer II,paired,NA,0.112603,0.151228,29115135,24085354,0,0,39.84,83.08,8.6,SRR065717,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX026729,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP003492.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX026729
Caenorhabditis_elegans,SRP003492,SRX026728,UBERON:0000468,multi-cellular organism,WBls:0000035,L3 larva Ce (C elegans),not annotated,NA,Illumina Genome Analyzer II,paired,NA,0.149156,0.211578,73345377,65940778,0,0,37.98,74.08,7.92,SRR065719,SRA,http://trace.ncbi.nlm.nih.gov/Traces/sra/sra.cgi?cmd=viewer&m=data&s=viewer&run=SRX026728,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_SRP003492.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX026728
Caenorhabditis_elegans,GSE22410,SRX028190,UBERON:0000468,multi-cellular organism,UBERON:0000104,life cycle,hermaphrodite,N2,Illumina Genome Analyzer II,single,NA,0.986927,3.214534,25075373,17771894,0,0,58.08,83.67,6.85,SRR068553|SRR068554,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX028190,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Caenorhabditis_elegans/Caenorhabditis_elegans_RNA-Seq_read_counts_TPM_FPKM_GSE22410.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX028190
Canis_lupus_familiaris,GSE43013,SRX211632,UBERON:0000082,adult mammalian kidney,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.090206,0.097346,19700321,15780021,0,0,66.31,77.46,27.48,SRR636892,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211632,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Canis_lupus_familiaris/Canis_lupus_familiaris_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211632
Canis_lupus_familiaris,GSE43013,SRX211633,UBERON:0000082,adult mammalian kidney,UBERON:0018241,prime adult stage,male,wild-type,Illumina Genome Analyzer IIx,paired,NA,0.113103,0.130091,12945445,10105152,0,0,64.69,75.6,27.25,SRR636893,GEO,http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=SRX211633,ftp://bgee.org/bgee_v14/download/processed_expr_values/rna_seq/Canis_lupus_familiaris/Canis_lupus_familiaris_RNA-Seq_read_counts_TPM_FPKM_GSE43013.tsv.zip,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRX211633
